symbol	ID4.CTRL.T24.A_0700761761	ID4.CTRL.T24.B_0700761771	ID4.CTRL.T24.C_0700761781	ID5.LPS.T24.A_0700761791	ID5.LPS.T24.B_0700761801	ID5.LPS.T24.C_0700761811	ID6.ConA.T24.A_0700761821	ID6.ConA.T24.B_0700761831	ID6.ConA.T24.C_0700761841	ID7.MX1.T24.A_0700761851	ID7.MX1.T24.B_0700761861	ID7.MX1.T24.C_0700761871	ID9.MX3.T24.A_0700761911	ID9.MX3.T24.B_0700761921	ID9.MX3.T24.C_0700761931	ID11.MX5.T24.A_0700761971	ID11.MX5.T24.B_0700761981	ID11.MX5.T24.C_0700761991
ABHD4	4.52356195605701	4.75488750216347	4	5.28540221886225	5.32192809488736	5.24792751344359	3.4594316186373	3.4594316186373	2.8073549220576	5.08746284125034	5.52356195605701	5.39231742277876	5.39231742277876	5.16992500144231	4.58496250072116	5.28540221886225	4.52356195605701	5.08746284125034
ABHD5	7.57742882803575	7.31288295528436	7.19967234483636	7.25738784269265	6.95419631038687	7.13955135239879	6.75488750216347	6.55458885167764	6.76818432477693	7.3037807481771	7.53138146051631	7.23840473932508	7.97154355395077	7.69348695749933	7.94836723158468	7.82017896241519	8.06069593168755	8.01680828768655
ABHD6	4.85798099512757	4.52356195605701	4.52356195605701	4.64385618977472	5.04439411935845	4.52356195605701	4.08746284125034	4.4594316186373	4.32192809488736	4.8073549220576	4.64385618977472	5.04439411935845	5.49185309632967	4.75488750216347	5.28540221886225	5.32192809488736	5	5.24792751344359
ABHD8	3.58496250072116	3.32192809488736	2.58496250072116	2.8073549220576	3.32192809488736	2.8073549220576	3.4594316186373	2.32192809488736	3.32192809488736	2	3	3.4594316186373	3.4594316186373	3.32192809488736	2.32192809488736	2.58496250072116	2.58496250072116	2
ABI1	8.76818432477693	8.84235034341381	8.8008998999203	8.7515440590891	8.83289001416474	8.82654848729091	8.34872815423108	8.5077946401987	8.51569983828404	8.84862294042934	9.00842862207058	8.92777796208234	8.97727992349992	8.82336724004623	8.90989308377004	8.98013957763916	8.86108690599539	8.90388184573618
ABI2	6.75488750216347	6.89481776330794	6.6724253419715	6.88264304936184	7.03342300153745	6.94251450533924	6.65821148275179	6.56985560833095	6.7279204545632	6.75488750216347	6.53915881110803	6.35755200461808	6.76818432477693	6.79441586635011	7.01122725542325	6.85798099512757	7.09803208296053	6.95419631038687
ABI3	5.6724253419715	5.52356195605701	5.52356195605701	5.24792751344359	5.4594316186373	4.70043971814109	5.08746284125034	5.35755200461808	5.24792751344359	4.70043971814109	3.90689059560852	4.90689059560852	5.32192809488736	5.32192809488736	4.70043971814109	5.08746284125034	4.58496250072116	5.04439411935845
ABI3BP	0	0	0	1	1.58496250072116	0	0	0	0	0	1.58496250072116	0	0	0	1.58496250072116	0	1	1
ABL1	6.84549005094437	7.06608919045777	7.06608919045777	7.467605550083	7.09803208296053	7.4093909361377	6.8703647195834	6.70043971814109	6.58496250072116	6.98868468677217	6.6724253419715	6.6724253419715	6.89481776330794	7.06608919045777	6.93073733756289	6.84549005094437	6.74146698640115	6.71424551766612
ABL2	6.93073733756289	6.90689059560852	6.71424551766612	7.34872815423108	6.97727992349992	7.56985560833095	6.68650052718322	6.90689059560852	6.8703647195834	7.43462822763672	7.09803208296053	7.36632221424582	7.07681559705083	7.21916852046216	6.88264304936184	7.15987133677839	7.22881869049588	7.38370429247405
ABLIM1	8.39231742277876	8.5077946401987	8.70735913208088	9.45738087907253	9.42206476617281	9.51569983828404	8.36632221424582	8.24317398347295	7.89481776330794	8.81698362325538	8.64024493622235	8.83605035505807	8.72109918870719	8.8008998999203	8.96866679319521	8.64024493622235	8.64385618977473	8.78463484555752
ABLIM2	1	1.58496250072116	1	2.32192809488736	2	2.32192809488736	2.32192809488736	2.58496250072116	1	0	2	0	0	0	0	0	0	0
ABLIM3	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	1	2.8073549220576
ABO	0	0	0	1.58496250072116	0	0	0	0	0	2	1	0	0	0	0	0	0	0
ABR	8.34872815423108	8.25738784269265	8.34872815423108	8.2240016741981	7.98868468677217	8.18487534290828	7.02236781302845	6.88264304936184	7.03342300153745	8.35755200461808	8.49185309632967	8.39660478118186	8.29001884693262	8.467605550083	8.25738784269265	8.52356195605701	8.45532722030456	8.52356195605701
ABRA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ABT1	6.62935662007961	6.8703647195834	6.71424551766612	7.03342300153745	6.76818432477693	6.68650052718322	7.14974711950468	7.16992500144231	7.03342300153745	6.70043971814109	6.94251450533924	7.02236781302845	6.70043971814109	6.52356195605701	6.56985560833095	6.58496250072116	6.70043971814109	6.91886323727459
ABTB1	5.24792751344359	5.04439411935845	5.32192809488736	5.4262647547021	5.8073549220576	5.90689059560852	3.4594316186373	3.90689059560852	3.58496250072116	5.12928301694497	5.55458885167764	5.70043971814109	5.04439411935845	5.20945336562895	5.32192809488736	5.08746284125034	5.39231742277876	5.28540221886225
ABTB2	0	0	1.58496250072116	1	2.58496250072116	3.8073549220576	3.70043971814109	3.58496250072116	4.24792751344359	0	1.58496250072116	2	0	1	0	1	0	1
ACAA1	6.91886323727459	6.62935662007961	6.35755200461808	6.6724253419715	6.83289001416474	6.61470984411521	6.84549005094437	6.79441586635011	6.78135971352466	6.75488750216347	6.59991284218713	6.56985560833095	6.39231742277876	6.32192809488736	6.53915881110803	6.7279204545632	6.5077946401987	6.91886323727459
ACAA2	6.39231742277876	6.08746284125034	6.06608919045777	6.39231742277876	6.32192809488736	6.24792751344359	6.79441586635011	6.70043971814109	6.94251450533924	6.12928301694497	6.65821148275179	6.52356195605701	6.58496250072116	6.6724253419715	6.61470984411521	6.4757334309664	6.44294349584873	6.4757334309664
ACACA	5.08746284125034	4.08746284125034	4.39231742277876	4.70043971814109	4.24792751344359	4.32192809488736	6.06608919045777	6.37503943134692	6.18982455888002	3.8073549220576	5	4.52356195605701	5.24792751344359	5.32192809488736	4.58496250072116	5.04439411935845	5.12928301694497	4.85798099512757
ACACB	4.52356195605701	4.75488750216347	4.70043971814109	4.58496250072116	5.04439411935845	5.39231742277876	3.58496250072116	3.32192809488736	3	4.4594316186373	4.8073549220576	4.70043971814109	4.32192809488736	4.52356195605701	4.58496250072116	4.24792751344359	4.75488750216347	4.39231742277876
ACAD10	4.52356195605701	5.12928301694497	5.6724253419715	5.16992500144231	4.58496250072116	5.32192809488736	4.16992500144231	4.24792751344359	3.70043971814109	5.20945336562895	4.85798099512757	5.12928301694497	4.75488750216347	4.95419631038687	4.85798099512757	5.49185309632967	5.32192809488736	4.75488750216347
ACAD11	0	0	1.58496250072116	1.58496250072116	1	2.32192809488736	2	0	0	1	1	0	2.58496250072116	1.58496250072116	0	1	0	1
ACAD8	6.4093909361377	5.85798099512757	5.8073549220576	5.90689059560852	5.83289001416474	5.8073549220576	6.14974711950468	5.61470984411521	6.24792751344359	6.35755200461808	5.90689059560852	5.97727992349992	5.93073733756289	6.32192809488736	5.93073733756289	6.08746284125034	5.88264304936184	6.22881869049588
