symbol	ID4.CTRL.T24.A_0700761761	ID4.CTRL.T24.B_0700761771	ID4.CTRL.T24.C_0700761781	ID5.LPS.T24.A_0700761791	ID5.LPS.T24.B_0700761801	ID5.LPS.T24.C_0700761811	ID6.ConA.T24.A_0700761821	ID6.ConA.T24.B_0700761831	ID6.ConA.T24.C_0700761841	ID7.MX1.T24.A_0700761851	ID7.MX1.T24.B_0700761861	ID7.MX1.T24.C_0700761871	ID9.MX3.T24.A_0700761911	ID9.MX3.T24.B_0700761921	ID9.MX3.T24.C_0700761931	ID11.MX5.T24.A_0700761971	ID11.MX5.T24.B_0700761981	ID11.MX5.T24.C_0700761991
ATP6V0A1	6.91886323727459	6.84549005094437	7.20945336562895	5.24792751344359	5.52356195605701	5.58496250072116	4.4594316186373	5.04439411935845	4.39231742277876	6.70043971814109	7.07681559705083	6.82017896241519	7.48381577726426	7.44294349584873	7.29462074889163	7.25738784269265	7.37503943134692	7.60733031374961
ATP6V0A2	6.7279204545632	6.58496250072116	6.98868468677217	6.78135971352466	6.65821148275179	6.62935662007961	8.19967234483636	7.88264304936184	7.82654848729092	7.08746284125034	6.96578428466209	6.96578428466209	7.03342300153745	7.08746284125034	6.78135971352466	6.83289001416474	6.88264304936184	6.97727992349992
ATP6V0A4	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
ATP6V0B	8.57742882803575	8.63662462054365	8.49185309632967	8.17990909001493	7.88874324889826	8.21916852046216	8.11374216604919	7.61470984411521	8.01680828768655	8.8073549220576	8.88874324889826	9.46964181723952	8.29462074889163	8.56605403817109	8.60362634498619	8.91587937883577	8.6582114827518	8.76487159073609
ATP6V0C	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ATP6V0CP3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ATP6V0D1	6.4594316186373	6.24792751344359	6.5077946401987	6	5.70043971814109	6.10852445677817	5.58496250072116	5.24792751344359	5.55458885167764	6.94251450533924	6.52356195605701	6.75488750216347	6.18982455888002	6.44294349584873	6.53915881110803	7.11894107272351	6.8073549220576	6.85798099512757
ATP6V0D2	0	1.58496250072116	1	0	0	0	0	0	0	4.08746284125034	5.20945336562895	4.32192809488736	3.32192809488736	3.58496250072116	3.58496250072116	3.70043971814109	3.32192809488736	4.08746284125034
ATP6V0E1	8.57364718749332	8.81057163474115	8.74819284958946	8.4093909361377	8.53138146051631	8.6582114827518	8.52356195605701	8.37068740680722	8.38801728534514	8.5077946401987	8.7515440590891	8.96000193206808	8.2807707701306	8.55074678538324	8.40087943628218	8.70735913208088	8.73809225962049	8.8008998999203
ATP6V0E2	5.78135971352466	6.59991284218713	6.4594316186373	6	6.33985000288462	6.12928301694497	6.2667865406949	5.93073733756289	6.18982455888002	6.16992500144231	6.24792751344359	6.7279204545632	6.56985560833095	6.4262647547021	6.3037807481771	6.22881869049588	6.2667865406949	6.18982455888002
ATP6V1A	8.64024493622235	8.55842071326866	8.56605403817109	7.90086680798075	7.96000193206808	8.02236781302845	7.52356195605701	7.59245703726808	7.59245703726808	8.51569983828404	8.90388184573618	8.7714894695006	8.89481776330794	8.95128471496697	8.84862294042934	8.96578428466209	9.00562454919388	8.96289600533726
ATP6V1B1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ATP6V1B2	9.75321674917896	9.94251450533924	9.76155123244448	9.61102479730735	9.35974956032233	9.59991284218713	8.96289600533726	8.87344411251538	8.85174904141606	9.84077792359505	10.1749256825007	10.2203783276952	10.0112272554233	10.1674181458317	10.1885888457073	10.3782948559119	10.2691266791494	10.3026389237876
ATP6V1C1	7.31288295528436	7.2667865406949	7.43462822763672	7.05528243550119	7.08746284125034	7.11894107272351	6.83289001416474	6.97727992349992	7.14974711950468	7.59991284218713	7.93073733756289	7.63662462054365	7.94251450533924	7.76155123244448	8.09275714091985	8.04439411935845	7.93073733756289	8.08214904135387
ATP6V1C2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ATP6V1D	7.24792751344359	7.05528243550119	7.11894107272351	7.27612440527424	7.15987133677839	7.11894107272351	7.23840473932508	6.98868468677217	7.17990909001493	7.467605550083	7.63662462054365	7.73470962022584	7.53915881110803	7.68650052718322	7.36632221424582	7.61470984411521	7.59245703726808	7.7279204545632
ATP6V1E1	7.74146698640115	7.76155123244448	7.70043971814109	7.90689059560852	7.74146698640115	7.77478705960117	8.11374216604919	7.90689059560852	8.0389189892923	7.90086680798075	7.98868468677217	8.39660478118186	7.67948009950545	7.98868468677217	7.69348695749933	7.93663793900257	8.05528243550119	8.12928301694497
ATP6V1E2	5.08746284125034	5	5.58496250072116	5.24792751344359	5	4.85798099512757	4.39231742277876	3.90689059560852	4.64385618977472	5.28540221886225	5.61470984411521	5.52356195605701	5.16992500144231	5.39231742277876	5.35755200461808	5.32192809488736	5.04439411935845	5.20945336562895
ATP6V1F	7.83920378809694	8.05528243550119	7.99435343685886	7.72109918870718	7.85798099512757	7.58496250072116	7.43462822763672	7.32192809488736	7.51569983828404	8.4262647547021	8.57742882803575	8.84235034341381	8.05528243550119	8.34429590791582	8.31288295528435	8.48784003382305	8.33985000288462	8.33091687811462
ATP6V1G1	10.2455527062557	10.1996723448364	10.1318569606088	9.65105169117893	9.73301532168596	9.64385618977473	9.34651373316563	9.37068740680722	9.37721053038855	10.2324209271761	10.5459297690855	10.4625022725973	9.93073733756289	9.95274124718649	9.9915218460757	10.2467405984931	10.2656150464845	10.2656150464845
ATP6V1G2	3.32192809488736	3.4594316186373	3	3.32192809488736	2.58496250072116	3.32192809488736	2	1	1	4.16992500144231	3.70043971814109	3.58496250072116	2	2.58496250072116	2	3	3.58496250072116	3.90689059560852
ATP6V1G2-DDX39B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ATP6V1G3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ATP6V1H	7.2667865406949	7.37503943134692	7.31288295528436	8.04984854945056	7.62935662007961	8.02236781302845	6.98868468677217	7.35755200461808	6.95419631038687	8.16490692667569	8.2336196767597	8.2807707701306	7.76155123244448	8.01680828768655	7.94251450533924	8.1548181090521	8.16490692667569	8.24792751344359
ATP7A	7.03342300153745	6.89481776330794	6.79441586635011	7.5077946401987	7.2667865406949	7.01122725542325	5.4594316186373	5.83289001416474	6.06608919045777	6.89481776330794	6.71424551766612	6.35755200461808	6.6724253419715	6.61470984411521	6.64385618977472	6.6724253419715	6.52356195605701	6.37503943134692
ATP7B	1	0	0	1	0	1.58496250072116	1	1	0	1	0	0	0	1	0	0	0	2
ATP8A1	8.30833903013941	8.45532722030456	8.46352437327118	8.91288933622996	8.74819284958946	9.12670447284319	7.2667865406949	7.13955135239879	7.14974711950468	8.71424551766612	8.44708322620965	8.43462822763673	8.08214904135387	8.25266543245025	8.57364718749332	8.36632221424582	8.45532722030456	8.68650052718322
ATP8A2	2.8073549220576	3.16992500144231	3	3.4594316186373	4	3.70043971814109	3.4594316186373	3.58496250072116	4	3.58496250072116	3.58496250072116	4.24792751344359	3.32192809488736	3.70043971814109	4	3.58496250072116	3.4594316186373	3.70043971814109
ATP8B1	2	1.58496250072116	0	1	1	0	0	0	0	2	1	0	0	1	1	0	0	0
ATP8B2	6.97727992349992	6.78135971352466	6.91886323727459	6.89481776330794	7.25738784269265	7.16992500144231	7.04439411935845	7.52356195605701	7.25738784269265	7.04439411935845	6.82017896241519	6.98868468677217	7.4093909361377	7.15987133677839	6.95419631038687	7.01122725542325	6.90689059560852	7.04439411935845
ATP8B3	1	1.58496250072116	0	0	1.58496250072116	0	2	0	0	0	0	1	0	0	1	0	0	2
ATP8B4	5.35755200461808	5.35755200461808	4.90689059560852	6.02236781302845	5.52356195605701	5.8073549220576	5.32192809488736	5.6724253419715	5.52356195605701	4.75488750216347	3.90689059560852	4.24792751344359	4.32192809488736	4.4594316186373	4.08746284125034	4.4594316186373	4.70043971814109	4.24792751344359
ATP8B5P	0	1	1	0	2	0	1	1	2	2	2	1.58496250072116	1	1.58496250072116	2.32192809488736	0	2	0
ATP9A	4.70043971814109	4	3.70043971814109	3.8073549220576	4.39231742277876	4.16992500144231	3.4594316186373	3.58496250072116	4	3.70043971814109	3.90689059560852	4.39231742277876	3.90689059560852	4.52356195605701	3.16992500144231	4.70043971814109	4.52356195605701	4.08746284125034
ATP9B	5.75488750216347	5.95419631038687	6.14974711950468	6.18982455888002	5.95419631038687	6.16992500144231	4.39231742277876	4.85798099512757	5.12928301694497	6.10852445677817	5.7279204545632	6.3037807481771	6.82017896241519	6.08746284125034	6.2667865406949	6.22881869049588	6.4262647547021	6.37503943134692
ATPAF1	6.12928301694497	6	6	5.93073733756289	6.12928301694497	5.88264304936184	6.95419631038687	6.8703647195834	6.8073549220576	5.93073733756289	6	6.2667865406949	5.58496250072116	6.02236781302845	6.3037807481771	5.93073733756289	5.85798099512757	5.90689059560852
ATPAF2	4.52356195605701	4.32192809488736	4.64385618977472	4.58496250072116	4.4594316186373	4.32192809488736	4.70043971814109	4.58496250072116	4.24792751344359	4.08746284125034	4.8073549220576	4.39231742277876	4.16992500144231	4.52356195605701	4.08746284125034	4.58496250072116	4.58496250072116	5.04439411935845
ATR	7.22881869049588	7.17990909001493	7.36632221424582	7.48381577726426	7.25738784269265	7.20945336562895	7.54689445988764	7.64385618977472	7.59245703726808	7.51569983828404	7.13955135239879	7.15987133677839	7.4093909361377	7.15987133677839	7.59991284218713	7.16992500144231	7.5077946401987	7.4262647547021
ATRIP	4.32192809488736	3.4594316186373	3.16992500144231	4.16992500144231	4.64385618977472	3.8073549220576	5.32192809488736	5.4262647547021	5.55458885167764	4.70043971814109	4.16992500144231	4.08746284125034	4.58496250072116	2.58496250072116	3.58496250072116	3.90689059560852	4.16992500144231	3.58496250072116
ATRN	5.61470984411521	5.64385618977472	5.52356195605701	5.8073549220576	5.6724253419715	5.49185309632967	5.32192809488736	5.32192809488736	5	6.04439411935845	6	5.28540221886225	5.78135971352466	5.6724253419715	6.06608919045777	5.7279204545632	5.70043971814109	5.6724253419715
ATRNL1	0	1	3	0	0	0	0	0	1	1	1	0	1.58496250072116	1	1	1	0	0
ATRX	10.8462739113499	10.6339034093485	10.8089641749193	11.007027266894	10.8864586957037	10.8399910705399	10.2749604721406	10.3026389237876	10.2491134527137	10.7030383889864	10.6741922681457	10.5216004397237	11.1143930548673	10.8494051009478	10.9373738201921	10.590587049915	10.8864586957037	10.8864586957037
ATXN1	8.92481250360578	8.62570884306447	8.92184093707449	9.09011241966429	9.07681559705083	9.01402047031493	8.19475685442225	8.37937836707126	8.31741261376487	8.34429590791582	8.34429590791582	8.08746284125034	8.64745842645492	8.5077946401987	8.63299519714296	8.32192809488736	8.6582114827518	8.65105169117893
ATXN10	7.59991284218713	7.57742882803575	7.4757334309664	7.53138146051631	7.75488750216347	7.56224242422107	8.34429590791582	8.25266543245025	8.28540221886225	7.56985560833095	7.82017896241519	7.82654848729092	7.57742882803575	7.56985560833095	7.71424551766612	7.58496250072116	7.68650052718322	7.88874324889826
ATXN1L	6.70043971814109	6.4093909361377	6.4594316186373	6.59991284218713	6.37503943134692	6.90689059560852	5.61470984411521	5.7279204545632	5.83289001416474	6.61470984411521	6.33985000288462	5.95419631038687	6.53915881110803	6.4757334309664	6.35755200461808	6.10852445677817	6.64385618977472	6.56985560833095
ATXN2	7.94836723158468	7.82654848729092	7.8073549220576	7.85798099512757	7.76818432477693	7.83920378809694	7.53915881110803	7.59245703726808	7.62935662007961	7.85798099512757	7.49185309632967	7.56985560833095	8.13442632022093	7.93073733756289	7.85798099512757	7.72109918870718	7.90086680798075	7.76155123244448
ATXN2L	7.70735913208088	7.90086680798075	8.57742882803575	7.78135971352466	7.99435343685886	7.96000193206808	7.51569983828404	8.12412131182919	7	7.70735913208088	7.54689445988764	7.10852445677817	8.45532722030456	7.74819284958946	7.62935662007961	7.32192809488736	8.04984854945056	8.08214904135387
ATXN3	7.51569983828404	7.2667865406949	7.49185309632967	7.40087943628218	7.28540221886225	7.51569983828404	6.8073549220576	6.98868468677217	6.93073733756289	7.45121111183233	7.32192809488736	7.04439411935845	7.45121111183233	7.23840473932508	7.33091687811462	7.39231742277876	7.39231742277876	7.14974711950468
ATXN3L	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ATXN7	4.58496250072116	4.4594316186373	5.55458885167764	4.95419631038687	5.20945336562895	4.8073549220576	3.58496250072116	4.24792751344359	3.32192809488736	4.32192809488736	4.39231742277876	4.16992500144231	5.04439411935845	4.4594316186373	4.16992500144231	4.16992500144231	4.70043971814109	5.04439411935845
ATXN7L1	6.3037807481771	6.32192809488736	6.28540221886225	6.32192809488736	6.4757334309664	6.28540221886225	4.64385618977472	4.32192809488736	4.24792751344359	6.33985000288462	6.28540221886225	6.28540221886225	5.95419631038687	6.49185309632967	6.5077946401987	6.20945336562895	6.4093909361377	6.52356195605701
ATXN7L2	0	1.58496250072116	2	1	2.32192809488736	2	2.32192809488736	2.58496250072116	3.32192809488736	2	2	1	3.16992500144231	2	0	2.32192809488736	1	2
ATXN7L3	6.3037807481771	6.18982455888002	6.22881869049588	6.5077946401987	6.28540221886225	6.61470984411521	6.49185309632967	6.4262647547021	6.4594316186373	6.28540221886225	6.33985000288462	6.52356195605701	6.32192809488736	6.37503943134692	6.28540221886225	6.3037807481771	6.02236781302845	6.3037807481771
ATXN7L3B	7.57742882803575	7.62935662007961	7.52356195605701	7.58496250072116	7.59245703726808	7.91886323727459	6.8703647195834	6.95419631038687	6.96578428466209	7.98868468677217	7.67948009950545	7.76155123244448	7.70043971814109	7.78135971352466	7.94836723158468	7.84549005094437	7.57742882803575	7.8073549220576
ATXN8OS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AUH	6.02236781302845	5.83289001416474	5.78135971352466	5.95419631038687	5.93073733756289	6	7.13955135239879	7.18982455888002	7.27612440527424	5.58496250072116	6	5.70043971814109	5.12928301694497	5.58496250072116	5.28540221886225	5.7279204545632	5.88264304936184	6
AUP1	7.49185309632967	7.93073733756289	7.85798099512757	7.39231742277876	7.4757334309664	7.44294349584873	7.78135971352466	7.76155123244448	7.7279204545632	7.69348695749933	7.8073549220576	7.85174904141606	7.51569983828404	7.467605550083	7.54689445988764	7.76818432477693	7.91886323727459	7.58496250072116
AURKA	4.64385618977472	3.8073549220576	4	4.24792751344359	4.75488750216347	4.58496250072116	5.75488750216347	5.35755200461808	5.58496250072116	3.16992500144231	4.08746284125034	4.32192809488736	3.58496250072116	4	3.70043971814109	3.90689059560852	3.70043971814109	4.08746284125034
AURKAIP1	6.74146698640115	6.75488750216347	6.71424551766612	6.58496250072116	6.96578428466209	6.64385618977472	7.68650052718322	7.65821148275179	7.56224242422107	6.16992500144231	6.74146698640115	7.17990909001493	6.79441586635011	6.64385618977472	6.56985560833095	6.90689059560852	6.49185309632967	6.78135971352466
AURKB	3	2.8073549220576	2.8073549220576	3.70043971814109	3.16992500144231	2.32192809488736	5.4594316186373	5.12928301694497	5.39231742277876	2.32192809488736	2	3	2.58496250072116	1.58496250072116	2.58496250072116	2.58496250072116	3.32192809488736	2
AURKC	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1	1	0
AUTS2	7.93663793900257	8	8.24792751344359	8.92184093707449	8.92777796208234	8.97441458980553	5.6724253419715	5.70043971814109	5.83289001416474	8.19967234483636	8.01122725542325	8.06608919045777	8.27612440527424	8.11894107272351	8.09275714091985	7.7279204545632	7.95419631038687	8.02790599656988
AVEN	4	4.4594316186373	3.70043971814109	3.58496250072116	4.16992500144231	4	6	6.04439411935845	5.93073733756289	3.8073549220576	3.58496250072116	3.70043971814109	4.32192809488736	4.24792751344359	4	4.08746284125034	4.16992500144231	3.90689059560852
AVIL	3.16992500144231	2.58496250072116	4	4	4.08746284125034	2.8073549220576	1	2	2.32192809488736	3	3.4594316186373	1.58496250072116	3.58496250072116	2.58496250072116	3.4594316186373	3	4	3.58496250072116
AVL9	6.89481776330794	6.84549005094437	7	7.05528243550119	6.96578428466209	6.83289001416474	7.01122725542325	6.8703647195834	6.6724253419715	6.56985560833095	6.83289001416474	6.7279204545632	6.90689059560852	6.79441586635011	6.64385618977472	6.8703647195834	6.90689059560852	7.03342300153745
AVP	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AVPI1	2.58496250072116	2	3.4594316186373	3	2.32192809488736	2.8073549220576	2	2	2.58496250072116	3.8073549220576	3.32192809488736	4.8073549220576	3	3.16992500144231	2.58496250072116	4	3.16992500144231	3.32192809488736
AVPR1A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AVPR1B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AVPR2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AWAT1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AWAT2	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1
AXDND1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0
AXIN1	5.4262647547021	5.39231742277876	5.20945336562895	5.61470984411521	5.58496250072116	5.6724253419715	4.52356195605701	5.04439411935845	5.24792751344359	5.70043971814109	5.64385618977472	5.64385618977472	5.6724253419715	5.58496250072116	5.32192809488736	5.52356195605701	5.58496250072116	5.24792751344359
AXIN2	5.64385618977472	5.75488750216347	5.52356195605701	4.8073549220576	5.49185309632967	5.04439411935845	3.70043971814109	3.8073549220576	4	5.08746284125034	4.90689059560852	4.90689059560852	5.20945336562895	4.4594316186373	5.08746284125034	4.8073549220576	5.12928301694497	4.64385618977472
AXL	2.58496250072116	3	1	0	0	0	0	0	0	2.32192809488736	0	0	0	0	1	0	2.32192809488736	0
AZGP1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AZGP1P1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AZI2	8.16490692667569	8.09275714091985	8.09275714091985	8.17492568250068	8.37937836707126	8.20945336562895	7.58496250072116	7.60733031374961	7.60733031374961	8.62570884306447	8.19967234483636	8.1548181090521	8.25738784269265	8.17990909001493	8.11374216604919	8.1548181090521	8.04439411935845	8.27612440527424
AZIN1	8.8008998999203	8.59991284218713	8.58871463558226	8.77807712953536	8.83605035505807	8.93369065495223	8.83920378809694	8.92481250360578	8.92777796208234	8.58871463558226	8.81378119121704	8.70043971814109	8.70390357344466	8.70735913208088	8.81378119121704	9.04439411935845	8.96289600533726	8.91288933622996
AZU1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
B2M	13.8478403556307	13.8478403556307	13.8478403556307	13.8478403556307	13.8478403556307	13.8478403556307	13.0194169829442	13.8478403556307	13.8478403556307	13.8478403556307	13.8478403556307	13.8478403556307	13.8478403556307	13.8478403556307	13.8478403556307	13.8478403556307	13.8478403556307	13.8478403556307
B3GALNT1	3.32192809488736	2	2.8073549220576	2	1	2.32192809488736	3.58496250072116	3.58496250072116	3.58496250072116	2	0	1	2.8073549220576	0	1.58496250072116	2.32192809488736	1.58496250072116	0
B3GALNT2	4.08746284125034	3.70043971814109	3.32192809488736	3.70043971814109	3.16992500144231	2.58496250072116	3.58496250072116	3	3.90689059560852	3.8073549220576	3.70043971814109	4	3.58496250072116	4	3.70043971814109	3.16992500144231	3.8073549220576	3.8073549220576
B3GALT1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
B3GALT2	3.58496250072116	3.70043971814109	4	3.16992500144231	4	3.16992500144231	3.16992500144231	3.32192809488736	3.70043971814109	4.4594316186373	4.4594316186373	4.16992500144231	4.16992500144231	4.24792751344359	4.4594316186373	3	4	3.70043971814109
B3GALT4	5.12928301694497	4.70043971814109	4.90689059560852	5.35755200461808	4.8073549220576	5.75488750216347	3.90689059560852	4.08746284125034	4	5.52356195605701	5.75488750216347	5.28540221886225	4.95419631038687	5.32192809488736	5.32192809488736	5.08746284125034	5.49185309632967	5.04439411935845
B3GALT5	0	0	1	0	0	1	0	0	0	2	0	2	1	0	0	0	0	0
B3GALT6	6.75488750216347	6.44294349584873	6.56985560833095	6.16992500144231	6.12928301694497	6.44294349584873	7.23840473932508	6.93073733756289	6.91886323727459	6.39231742277876	6.4757334309664	6.90689059560852	6.5077946401987	6.49185309632967	6.83289001416474	6.89481776330794	6.55458885167764	6.4093909361377
B3GAT1	4.16992500144231	4	4.39231742277876	4.75488750216347	4.4594316186373	4.24792751344359	2.58496250072116	2.8073549220576	2.8073549220576	4.24792751344359	3.16992500144231	3.8073549220576	3.90689059560852	3.8073549220576	4.08746284125034	4.52356195605701	4.32192809488736	4.58496250072116
B3GAT2	0	2	1	1.58496250072116	1	1	1	0	2	2.58496250072116	2	0	1.58496250072116	2	1.58496250072116	0	2.32192809488736	0
B3GAT3	4.4594316186373	3.4594316186373	4.39231742277876	4.4594316186373	4.24792751344359	4.58496250072116	4.52356195605701	4.64385618977472	4	4.08746284125034	3.8073549220576	5.16992500144231	5.16992500144231	3.70043971814109	4.24792751344359	4.70043971814109	4	4.08746284125034
B3GNT2	7.33985000288462	7.14974711950468	7.24792751344359	7.59245703726808	7.67948009950545	7.5077946401987	7.78135971352466	8	7.67948009950545	7.83920378809694	7.4594316186373	7.43462822763672	7.16992500144231	6.95419631038687	7.21916852046216	7.14974711950468	7.5077946401987	7.4093909361377
B3GNT3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
B3GNT4	0	1	0	2	1.58496250072116	1.58496250072116	1	1	1	0	0	0	0	0	0	0	0	0
B3GNT5	7.10852445677817	6.7279204545632	6.4262647547021	5.24792751344359	5.04439411935845	4.39231742277876	6.02236781302845	6.04439411935845	6.16992500144231	7.16992500144231	7.29462074889163	6.93073733756289	6.65821148275179	6.59991284218713	6.20945336562895	6.8703647195834	6.4594316186373	6.62935662007961
B3GNT6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
B3GNT7	1	1	0	2.32192809488736	3.70043971814109	3.16992500144231	4.39231742277876	4.64385618977472	4.32192809488736	3.16992500144231	0	1	3.16992500144231	2.58496250072116	2	2.58496250072116	1	2.58496250072116
B3GNT8	1	0	0	0	0	1	0	0	1	2.32192809488736	1	0	0	0	0	1	0	0
B3GNT9	2	2.58496250072116	3	2.8073549220576	2	2.32192809488736	3	3.16992500144231	3.4594316186373	2.32192809488736	3.32192809488736	2.32192809488736	2.58496250072116	2.8073549220576	2	2	2.32192809488736	1
B3GNTL1	1.58496250072116	2.8073549220576	3.32192809488736	2.8073549220576	3.58496250072116	4	2.8073549220576	3.32192809488736	3.32192809488736	1	2.32192809488736	3	3.4594316186373	2.8073549220576	1	2.32192809488736	3	2.32192809488736
B4GALNT1	0	0	0	0	1	0	3.16992500144231	2.8073549220576	2.58496250072116	0	0	0	0	0	0	0	0	1
B4GALNT2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
B4GALNT3	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
B4GALNT4	0	0	0	1	1.58496250072116	1	2.8073549220576	2.58496250072116	2.58496250072116	1	0	1	0	0	0	1	0	0
B4GALT1	9.2667865406949	9.5018371849023	9.24555270625568	9.84392105128904	9.53915881110803	9.92481250360578	9.26209484537018	9.09011241966429	9.11374216604919	9.25502856981873	9.3264294871223	9.61654884377899	9.25266543245025	9.37937836707126	9.44294349584873	9.5352753766208	9.46352437327118	9.39231742277876
B4GALT2	3.32192809488736	2	1.58496250072116	3.16992500144231	2.8073549220576	3.16992500144231	5.58496250072116	5.78135971352466	5.55458885167764	3	2.32192809488736	3.16992500144231	1.58496250072116	3.70043971814109	3.16992500144231	3	3.8073549220576	2.8073549220576
B4GALT3	7.06608919045777	7.05528243550119	7.06608919045777	6.90689059560852	6.75488750216347	6.95419631038687	7.76818432477693	7.4093909361377	7.51569983828404	7.04439411935845	7.04439411935845	7.40087943628218	6.4262647547021	7.04439411935845	7.05528243550119	7.16992500144231	7.09803208296053	7.03342300153745
B4GALT4	5.16992500144231	4.4594316186373	4.85798099512757	4.75488750216347	4.8073549220576	4.4594316186373	5.55458885167764	5.55458885167764	5.32192809488736	4.95419631038687	4.64385618977472	4.90689059560852	4.58496250072116	4.70043971814109	4.8073549220576	5.04439411935845	4.70043971814109	5.28540221886225
B4GALT5	8.24317398347295	8.19967234483636	8.17492568250068	7.876516946565	7.98868468677217	7.8703647195834	8.33091687811462	8.44708322620965	8.32192809488736	9.26912667914942	9.38370429247405	9.16741814583174	9.5077946401987	9.4241662888181	9.26912667914942	9.78790255939143	9.70390357344466	9.80413102118332
B4GALT6	4	2	3.16992500144231	3.4594316186373	3.4594316186373	3.70043971814109	4.64385618977472	4.24792751344359	4.70043971814109	3.16992500144231	3.58496250072116	3.16992500144231	3.4594316186373	3.8073549220576	3.4594316186373	3	3	2.58496250072116
B4GALT7	5	4.75488750216347	4.4594316186373	4.24792751344359	4	4.75488750216347	5.04439411935845	5.08746284125034	4.16992500144231	4.75488750216347	5.16992500144231	5.04439411935845	3.70043971814109	4.32192809488736	4.39231742277876	4.70043971814109	4.52356195605701	5.04439411935845
B9D1	0	0	0	1	0	0	2	2	2.32192809488736	0	0	0	0	0	0	1	1	0
B9D2	4.70043971814109	5	5.04439411935845	5.24792751344359	5.64385618977472	5.32192809488736	5	4.24792751344359	4.16992500144231	5.08746284125034	4.8073549220576	5.12928301694497	5.04439411935845	4.32192809488736	4.70043971814109	4.32192809488736	4.85798099512757	4.16992500144231
BAALC	2.8073549220576	1	1.58496250072116	4.58496250072116	5.04439411935845	4.24792751344359	2.8073549220576	3.32192809488736	2.8073549220576	5.20945336562895	5.61470984411521	5.4594316186373	4	4.32192809488736	4.16992500144231	4.75488750216347	5.04439411935845	4.70043971814109
BAAT	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BABAM1	6	6.02236781302845	5.97727992349992	5.97727992349992	6.14974711950468	6.16992500144231	6.4262647547021	6.52356195605701	6.70043971814109	6.08746284125034	6.24792751344359	6.28540221886225	6.14974711950468	6.12928301694497	6.14974711950468	6.02236781302845	6.02236781302845	6.32192809488736
BACE1	3.4594316186373	4.32192809488736	2.8073549220576	2.32192809488736	2.58496250072116	2.32192809488736	2	2.32192809488736	1	3.32192809488736	2.58496250072116	2.32192809488736	3.70043971814109	3.58496250072116	3.70043971814109	3.70043971814109	2.58496250072116	3
BACE2	1.58496250072116	1.58496250072116	0	1.58496250072116	2	2.32192809488736	2.58496250072116	2	2	0	2.32192809488736	2	1.58496250072116	1	1.58496250072116	2	2.58496250072116	2
BACH1	7.89481776330794	7.57742882803575	7.85798099512757	8.37503943134693	8.467605550083	8.35755200461808	6.16992500144231	6.59991284218713	6.64385618977472	7.78790255939143	7.75488750216347	7.49185309632967	7.94836723158468	7.88264304936184	7.79441586635011	7.56224242422107	7.79441586635011	7.7279204545632
BACH2	8.1548181090521	8.3264294871223	8.22881869049588	8.46352437327118	8.36632221424582	8.45121111183233	8.95128471496697	8.99717948093762	8.82017896241519	8.2240016741981	7.8703647195834	7.75488750216347	8.30833903013941	8.27146302790437	8.4093909361377	8.03342300153745	8.40087943628218	8.14974711950468
BAD	4	4.16992500144231	4.16992500144231	4.64385618977472	4.39231742277876	3.70043971814109	4.52356195605701	4.8073549220576	4.58496250072116	3.32192809488736	4.08746284125034	3.8073549220576	3.32192809488736	4.08746284125034	3.70043971814109	4.39231742277876	2.32192809488736	3.58496250072116
